mana_mxn,Porcentage,Time
1.06,-1.85185185,07:51:04
1.06,0.0,07:51:37
1.06,0.0,07:52:11
1.06,0.0,07:52:44
1.06,0.0,07:53:18
1.06,0.0,07:53:51
1.06,0.0,07:54:24
1.06,0.0,07:54:58
1.06,0.0,07:55:32
1.06,0.0,07:56:05
1.06,0.0,07:56:39
1.06,0.0,07:57:12
1.06,0.0,07:57:46
1.06,0.0,07:58:20
1.06,0.0,07:58:53
1.06,0.0,07:59:27
1.06,0.0,08:00:01
1.06,0.0,08:00:34
1.06,0.0,08:01:07
1.06,0.0,08:01:41
1.06,0.0,08:02:14
1.08,1.88679245,08:02:48
1.06,-1.85185185,08:03:21
1.06,0.0,08:03:55
1.06,0.0,08:04:29
1.06,0.0,08:05:02
1.06,0.0,08:05:35
1.06,0.0,08:06:09
1.06,0.0,08:06:43
1.06,0.0,08:07:16
1.06,0.0,08:07:50
1.06,0.0,08:08:24
1.06,0.0,08:08:57
1.06,0.0,08:09:30
1.06,0.0,08:10:04
1.06,0.0,08:10:38
1.07,0.94339623,08:11:11
1.07,0.0,08:11:45
1.07,0.0,08:12:18
1.07,0.0,08:12:52
1.07,0.0,08:13:25
1.07,0.0,08:13:59
1.07,0.0,08:14:33
1.07,0.0,08:15:06
1.07,0.0,08:15:40
1.07,0.0,08:16:13
1.07,0.0,08:16:47
1.07,0.0,08:17:20
1.07,0.0,08:17:53
1.07,0.0,08:18:27
1.07,0.0,08:19:00
1.07,0.0,08:19:34
1.07,0.0,08:20:08
1.07,0.0,08:20:41
1.07,0.0,08:21:15
1.07,0.0,08:21:48
1.07,0.0,08:22:22
1.07,0.0,08:22:55
1.07,0.0,08:23:29
1.06,-0.93457944,08:24:02
1.06,0.0,08:24:36
1.06,0.0,08:25:09
1.06,0.0,08:25:43
1.06,0.0,08:26:16
1.06,0.0,08:26:50
1.07,0.94339623,08:27:24
1.07,0.0,08:27:57
1.07,0.0,08:28:31
1.07,0.0,08:29:04
1.07,0.0,08:29:38
1.06,-0.93457944,08:30:11
1.06,0.0,08:30:45
1.06,0.0,08:31:18
1.06,0.0,08:31:52
1.06,0.0,08:32:26
1.06,0.0,08:32:59
1.06,0.0,08:33:33
1.06,0.0,08:34:06
1.06,0.0,08:34:39
1.06,0.0,08:35:13
1.06,0.0,08:35:46
1.06,0.0,08:36:20
1.06,0.0,08:36:53
1.06,0.0,08:37:27
1.06,0.0,08:38:01
1.06,0.0,08:38:34
1.06,0.0,08:39:08
1.06,0.0,08:39:41
1.06,0.0,08:40:15
1.06,0.0,08:40:48
1.06,0.0,08:41:22
1.06,0.0,08:41:55
1.06,0.0,08:42:29
1.06,0.0,08:43:02
1.05,-0.94339623,08:43:36
1.05,0.0,08:44:09
1.05,0.0,08:44:43
1.05,0.0,08:45:16
1.05,0.0,08:45:50
1.05,0.0,08:46:23
1.05,0.0,08:46:57
1.05,0.0,08:47:30
1.05,0.0,08:48:04
1.05,0.0,08:48:37
1.05,0.0,08:49:11
1.05,0.0,08:49:44
1.05,0.0,08:50:18
1.05,0.0,08:50:51
1.05,0.0,08:51:25
1.05,0.0,08:51:58
1.05,0.0,08:52:32
1.05,0.0,08:53:05
1.05,0.0,08:53:39
1.06,0.95238095,08:54:12
1.04,-1.88679245,08:54:46
1.04,0.0,08:55:23
1.04,0.0,08:55:56
1.04,0.0,08:56:30
1.04,0.0,08:57:04
1.04,0.0,08:57:37
1.04,0.0,08:58:10
1.04,0.0,08:58:44
1.04,0.0,08:59:18
1.04,0.0,08:59:52
1.04,0.0,09:00:25
1.04,0.0,09:00:59
1.04,0.0,09:01:32
1.04,0.0,09:02:06
1.04,0.0,09:02:39
1.04,0.0,09:03:13
1.04,0.0,09:03:46
1.04,0.0,09:04:20
1.04,0.0,09:04:53
1.04,0.0,09:05:27
1.04,0.0,09:06:00
1.04,0.0,09:06:34
1.04,0.0,09:07:07
1.04,0.0,09:07:41
1.04,0.0,09:08:14
1.04,0.0,09:08:48
1.04,0.0,09:09:22
1.04,0.0,09:09:55
1.04,0.0,09:10:28
1.04,0.0,09:11:02
1.04,0.0,09:11:35
1.04,0.0,09:12:09
1.04,0.0,09:12:42
1.05,0.96153846,09:13:15
1.05,0.0,09:13:49
1.05,0.0,09:14:22
1.05,0.0,09:14:56
1.05,0.0,09:15:29
1.05,0.0,09:16:02
1.05,0.0,09:16:36
1.05,0.0,09:17:09
1.05,0.0,09:17:43
1.05,0.0,09:18:17
1.05,0.0,09:18:50
1.05,0.0,09:19:23
1.05,0.0,09:19:57
1.05,0.0,09:20:30
1.04,-0.95238095,09:21:04
1.04,0.0,09:21:38
1.04,0.0,09:22:12
1.04,0.0,09:22:45
1.04,0.0,09:23:19
1.04,0.0,09:23:52
1.04,0.0,09:24:26
1.04,0.0,09:24:59
1.05,0.96153846,09:25:33
1.05,0.0,09:26:06
1.05,0.0,09:26:40
1.05,0.0,09:27:14
1.05,0.0,09:27:47
1.05,0.0,09:28:21
1.05,0.0,09:28:54
1.05,0.0,09:29:28
1.05,0.0,09:30:01
1.05,0.0,09:30:34
1.05,0.0,09:31:08
1.05,0.0,09:31:41
1.05,0.0,09:32:15
1.05,0.0,09:32:48
1.05,0.0,09:33:22
1.04,-0.95238095,09:33:55
1.04,0.0,09:34:45
1.04,0.0,09:35:19
1.04,0.0,09:35:53
1.04,0.0,09:36:26
1.04,0.0,09:37:00
1.04,0.0,09:37:33
1.04,0.0,09:38:07
1.04,0.0,09:38:41
1.04,0.0,09:39:14
1.04,0.0,09:39:48
1.04,0.0,09:40:22
1.04,0.0,09:40:56
1.04,0.0,09:41:29
1.04,0.0,09:42:03
1.04,0.0,09:42:36
1.04,0.0,09:43:10
1.04,0.0,09:43:43
1.04,0.0,09:44:17
1.04,0.0,09:44:51
1.04,0.0,09:45:24
1.04,0.0,09:45:58
1.04,0.0,09:46:31
1.04,0.0,09:47:05
1.04,0.0,09:47:38
1.05,0.96153846,09:48:12
1.05,0.0,09:48:45
1.05,0.0,09:49:19
1.05,0.0,09:49:53
1.05,0.0,09:50:26
1.05,0.0,09:51:00
1.05,0.0,09:51:34
1.05,0.0,09:52:07
1.05,0.0,09:52:41
1.05,0.0,09:53:14
1.05,0.0,09:53:48
1.05,0.0,09:54:21
1.05,0.0,09:54:55
1.05,0.0,09:55:28
1.05,0.0,09:56:01
1.05,0.0,09:56:35
1.05,0.0,09:57:08
1.05,0.0,09:57:42
1.05,0.0,09:58:15
1.05,0.0,09:58:49
1.05,0.0,09:59:23
1.05,0.0,09:59:56
1.05,0.0,10:00:29
1.05,0.0,10:01:03
1.05,0.0,10:01:37
1.05,0.0,10:02:10
1.05,0.0,10:02:44
1.05,0.0,10:03:18
1.05,0.0,10:03:51
1.05,0.0,10:04:25
1.05,0.0,10:04:59
1.05,0.0,10:05:32
1.05,0.0,10:06:06
1.05,0.0,10:06:39
1.05,0.0,10:07:13
1.05,0.0,10:07:46
1.05,0.0,10:08:20
1.05,0.0,10:08:53
1.05,0.0,10:09:27
1.05,0.0,10:10:00
1.05,0.0,10:10:34
1.05,0.0,10:11:08
1.05,0.0,10:11:41
1.05,0.0,10:12:15
1.05,0.0,10:12:48
1.05,0.0,10:13:22
1.05,0.0,10:13:56
1.05,0.0,10:14:29
1.04,-0.95238095,10:15:03
1.04,0.0,10:15:36
1.04,0.0,10:16:10
1.04,0.0,10:16:44
1.04,0.0,10:17:17
1.04,0.0,10:17:51
1.04,0.0,10:18:24
1.04,0.0,10:18:58
1.04,0.0,10:19:32
1.04,0.0,10:20:05
1.04,0.0,10:20:39
1.04,0.0,10:21:12
1.04,0.0,10:21:46
1.04,0.0,10:22:19
1.04,0.0,10:22:53
1.04,0.0,10:23:26
1.04,0.0,10:24:00
1.04,0.0,10:24:34
1.04,0.0,10:25:07
1.04,0.0,10:25:41
1.04,0.0,10:26:14
1.04,0.0,10:26:48
1.04,0.0,10:27:22
1.04,0.0,10:27:55
1.04,0.0,10:28:29
1.04,0.0,10:29:03
1.04,0.0,10:29:36
1.04,0.0,10:30:10
1.04,0.0,10:30:43
1.04,0.0,10:31:17
1.04,0.0,10:31:51
1.04,0.0,10:32:24
1.04,0.0,10:32:58
1.04,0.0,10:33:31
1.04,0.0,10:34:05
1.04,0.0,10:34:39
1.04,0.0,10:35:12
1.04,0.0,10:35:46
1.04,0.0,10:36:19
1.04,0.0,10:36:53
1.04,0.0,10:37:27
1.03,-0.96153846,10:38:00
1.03,0.0,10:38:34
1.03,0.0,10:39:07
1.03,0.0,10:39:41
1.04,0.97087379,10:40:15
1.04,0.0,10:40:48
1.04,0.0,10:41:22
1.04,0.0,10:41:55
1.04,0.0,10:42:29
1.04,0.0,10:43:03
1.04,0.0,10:43:36
1.04,0.0,10:44:10
1.04,0.0,10:44:44
1.04,0.0,10:45:17
1.04,0.0,10:45:51
1.04,0.0,10:46:24
1.04,0.0,10:46:58
1.04,0.0,10:47:31
1.04,0.0,10:48:05
1.04,0.0,10:48:38
1.04,0.0,10:49:12
1.04,0.0,10:49:45
1.04,0.0,10:50:19
1.04,0.0,10:50:52
1.04,0.0,10:51:26
1.04,0.0,10:51:59
1.04,0.0,10:52:33
1.04,0.0,10:53:07
1.04,0.0,10:53:41
1.04,0.0,10:54:15
1.04,0.0,10:54:48
1.04,0.0,10:55:22
1.04,0.0,10:55:56
1.04,0.0,10:56:29
1.04,0.0,10:57:03
1.04,0.0,10:57:37
1.04,0.0,10:58:10
1.04,0.0,10:58:44
1.04,0.0,10:59:17
1.04,0.0,10:59:51
1.04,0.0,11:00:25
1.04,0.0,11:00:58
1.04,0.0,11:01:31
1.04,0.0,11:02:05
1.04,0.0,11:02:38
1.04,0.0,11:03:12
1.04,0.0,11:03:45
1.04,0.0,11:04:19
1.04,0.0,11:04:53
1.04,0.0,11:05:26
1.04,0.0,11:05:59
1.04,0.0,11:06:33
1.04,0.0,11:07:07
1.04,0.0,11:07:40
1.03,-0.96153846,11:08:14
1.04,0.97087379,11:08:48
1.04,0.0,11:09:22
1.05,0.96153846,11:09:58
1.05,0.0,11:10:32
1.05,0.0,11:11:05
1.05,0.0,11:11:39
1.05,0.0,11:12:12
1.05,0.0,11:12:46
1.05,0.0,11:13:19
1.05,0.0,11:13:52
1.05,0.0,11:14:26
1.05,0.0,11:15:00
1.05,0.0,11:15:34
1.05,0.0,11:16:07
1.05,0.0,11:16:41
1.05,0.0,11:17:14
1.05,0.0,11:17:48
1.05,0.0,11:18:22
1.05,0.0,11:18:55
1.05,0.0,11:19:28
1.05,0.0,11:20:02
1.05,0.0,11:20:35
1.05,0.0,11:21:08
1.05,0.0,11:21:42
1.05,0.0,11:22:15
1.05,0.0,11:22:49
1.04,-0.95238095,11:23:22
1.04,0.0,11:23:56
1.05,0.96153846,11:24:29
1.05,0.0,11:25:03
1.05,0.0,11:25:36
1.05,0.0,11:26:10
1.05,0.0,11:26:43
1.04,-0.95238095,11:27:16
1.04,0.0,11:27:49
1.04,0.0,11:28:22
1.04,0.0,11:28:56
1.04,0.0,11:29:29
1.04,0.0,11:30:02
1.04,0.0,11:30:36
1.04,0.0,11:31:09
1.04,0.0,11:31:42
1.04,0.0,11:32:16
1.04,0.0,11:32:49
1.04,0.0,11:33:23
1.04,0.0,11:33:56
1.04,0.0,11:34:30
1.04,0.0,11:35:03
1.04,0.0,11:35:37
1.04,0.0,11:36:10
1.04,0.0,11:36:42
1.06,1.92307692,11:37:16
1.06,0.0,11:37:50
1.06,0.0,11:38:22
1.06,0.0,11:38:56
1.06,0.0,11:39:29
1.06,0.0,11:40:03
1.04,-1.88679245,11:40:36
1.04,0.0,11:41:09
1.04,0.0,11:41:43
1.04,0.0,11:42:16
1.04,0.0,11:42:49
1.05,0.96153846,11:43:23
1.05,0.0,11:43:56
1.05,0.0,11:44:30
1.05,0.0,11:45:03
1.05,0.0,11:45:37
1.05,0.0,11:46:10
1.05,0.0,11:46:44
1.06,0.95238095,11:47:16
1.06,0.0,11:47:50
1.06,0.0,11:48:24
1.06,0.0,11:48:57
1.06,0.0,11:49:31
1.06,0.0,11:50:04
1.05,-0.94339623,11:50:38
1.05,0.0,11:51:11
1.05,0.0,11:51:44
1.05,0.0,11:52:18
1.05,0.0,11:52:51
1.05,0.0,11:53:25
1.05,0.0,11:53:59
1.05,0.0,11:54:32
1.05,0.0,11:55:05
1.05,0.0,11:55:38
1.05,0.0,11:56:13
1.05,0.0,11:56:47
1.06,0.95238095,11:57:20
1.06,0.0,11:57:53
1.06,0.0,11:58:26
1.06,0.0,11:58:59
1.06,0.0,11:59:33
1.06,0.0,12:00:06
1.06,0.0,12:00:39
1.06,0.0,12:01:12
1.06,0.0,12:01:46
1.06,0.0,12:02:19
1.04,-1.88679245,12:02:52
1.04,0.0,12:03:26
1.04,0.0,12:04:00
1.04,0.0,12:04:33
1.04,0.0,12:05:06
1.04,0.0,12:05:40
1.04,0.0,12:06:13
1.04,0.0,12:06:46
1.04,0.0,12:07:20
1.04,0.0,12:07:52
1.04,0.0,12:08:27
1.04,0.0,12:09:01
1.04,0.0,12:09:34
1.04,0.0,12:10:08
1.04,0.0,12:10:41
1.04,0.0,12:11:14
1.04,0.0,12:11:48
1.04,0.0,12:12:21
1.05,0.96153846,12:12:55
1.05,0.0,12:13:28
1.05,0.0,12:14:02
1.05,0.0,12:14:36
1.04,-0.95238095,12:15:09
1.05,0.96153846,12:15:42
1.05,0.0,12:16:16
1.05,0.0,12:16:49
1.05,0.0,12:17:23
1.05,0.0,12:17:56
1.05,0.0,12:18:29
1.05,0.0,12:19:02
1.05,0.0,12:19:35
1.05,0.0,12:20:09
1.05,0.0,12:20:42
1.05,0.0,12:21:16
1.05,0.0,12:21:50
1.05,0.0,12:22:23
1.05,0.0,12:22:56
1.05,0.0,12:23:29
1.05,0.0,12:24:02
1.05,0.0,12:24:36
1.05,0.0,12:25:09
1.05,0.0,12:25:42
1.05,0.0,12:26:16
1.05,0.0,12:26:49
1.05,0.0,12:27:23
1.05,0.0,12:27:56
1.05,0.0,12:28:30
1.05,0.0,12:29:03
1.05,0.0,12:29:37
1.05,0.0,12:30:10
1.05,0.0,12:30:44
1.05,0.0,12:31:17
1.05,0.0,12:31:50
1.05,0.0,12:32:23
1.05,0.0,12:32:57
1.05,0.0,12:33:30
1.05,0.0,12:34:04
1.06,0.95238095,12:34:37
1.06,0.0,12:35:11
1.06,0.0,12:35:44
1.06,0.0,12:36:17
1.06,0.0,12:36:51
1.06,0.0,12:37:24
1.04,-1.88679245,12:37:57
1.06,1.92307692,12:38:31
1.06,0.0,12:39:04
1.06,0.0,12:39:38
1.06,0.0,12:40:11
1.06,0.0,12:40:44
1.06,0.0,12:41:18
1.06,0.0,12:41:52
1.06,0.0,12:42:25
1.06,0.0,12:42:59
1.06,0.0,12:43:32
1.06,0.0,12:44:06
1.06,0.0,12:44:39
1.06,0.0,12:45:13
1.06,0.0,12:45:47
1.06,0.0,12:46:20
1.06,0.0,12:46:53
1.06,0.0,12:47:27
1.06,0.0,12:48:00
1.06,0.0,12:48:34
1.06,0.0,12:49:07
1.06,0.0,12:49:41
1.06,0.0,12:50:14
1.06,0.0,12:50:48
1.06,0.0,12:51:21
1.05,-0.94339623,12:51:54
1.05,0.0,12:52:28
1.05,0.0,12:53:01
1.05,0.0,12:53:35
1.05,0.0,12:54:08
1.05,0.0,12:54:42
1.06,0.95238095,12:55:15
1.06,0.0,12:55:49
1.06,0.0,12:56:22
1.07,0.94339623,12:56:56
1.07,0.0,12:57:30
1.07,0.0,12:58:03
1.07,0.0,12:58:36
1.07,0.0,12:59:09
1.07,0.0,12:59:43
1.05,-1.86915888,13:00:17
1.05,0.0,13:00:50
1.05,0.0,13:01:24
1.05,0.0,13:01:57
1.05,0.0,13:02:30
1.05,0.0,13:03:03
1.05,0.0,13:03:37
1.05,0.0,13:04:10
1.05,0.0,13:04:44
1.05,0.0,13:05:18
1.05,0.0,13:05:51
1.05,0.0,13:06:24
1.05,0.0,13:06:57
1.05,0.0,13:07:30
1.06,0.95238095,13:08:04
1.06,0.0,13:08:37
1.06,0.0,13:09:10
1.06,0.0,13:09:43
1.04,-1.88679245,13:10:16
1.04,0.0,13:10:50
1.04,0.0,13:11:23
1.04,0.0,13:11:56
1.04,0.0,13:12:28
1.04,0.0,13:13:02
1.06,1.92307692,13:13:36
1.06,0.0,13:14:09
1.06,0.0,13:14:43
1.06,0.0,13:15:16
1.06,0.0,13:15:50
1.06,0.0,13:16:22
1.04,-1.88679245,13:16:55
1.04,0.0,13:17:29
1.04,0.0,13:18:02
1.04,0.0,13:18:36
1.04,0.0,13:19:09
1.04,0.0,13:19:42
1.04,0.0,13:20:15
1.05,0.96153846,13:20:49
1.05,0.0,13:21:22
1.05,0.0,13:21:55
1.05,0.0,13:22:28
1.05,0.0,13:23:02
1.05,0.0,13:23:41
1.06,0.95238095,13:24:15
1.06,0.0,13:24:48
1.06,0.0,13:25:21
1.06,0.0,13:25:54
1.06,0.0,13:26:28
1.06,0.0,13:27:01
1.04,-1.88679245,13:27:35
1.04,0.0,13:28:09
1.04,0.0,13:28:42
1.04,0.0,13:29:15
1.04,0.0,13:29:49
1.04,0.0,13:30:22
1.04,0.0,13:30:55
1.04,0.0,13:31:28
1.04,0.0,13:32:02
1.04,0.0,13:32:35
1.04,0.0,13:33:08
1.04,0.0,13:33:41
1.04,0.0,13:34:15
1.04,0.0,13:34:49
1.04,0.0,13:35:22
1.04,0.0,13:35:55
1.04,0.0,13:36:29
1.04,0.0,13:37:02
1.04,0.0,13:37:36
1.04,0.0,13:38:09
1.04,0.0,13:38:43
1.04,0.0,13:39:17
1.04,0.0,13:39:50
1.04,0.0,13:40:23
1.04,0.0,13:40:57
1.04,0.0,13:41:30
1.04,0.0,13:42:02
1.04,0.0,13:42:36
1.04,0.0,13:43:09
1.04,0.0,13:43:43
1.04,0.0,13:44:16
1.04,0.0,13:44:50
1.04,0.0,13:45:24
1.04,0.0,13:45:57
1.04,0.0,13:46:30
1.04,0.0,13:47:03
1.04,0.0,13:47:37
1.04,0.0,13:48:10
1.04,0.0,13:48:43
1.04,0.0,13:49:17
1.04,0.0,13:49:50
1.04,0.0,13:50:24
1.04,0.0,13:50:57
1.04,0.0,13:51:30
1.04,0.0,13:52:03
1.04,0.0,13:52:36
1.04,0.0,13:53:10
1.04,0.0,13:53:43
1.04,0.0,13:54:17
1.04,0.0,13:54:50
1.04,0.0,13:55:24
1.04,0.0,13:55:58
1.04,0.0,13:56:32
1.04,0.0,13:57:06
1.04,0.0,13:57:40
1.04,0.0,13:58:14
1.04,0.0,13:58:47
1.04,0.0,13:59:20
1.04,0.0,13:59:55
1.04,0.0,14:00:28
1.04,0.0,14:01:02
1.04,0.0,14:01:37
1.04,0.0,14:02:11
1.04,0.0,14:02:45
1.04,0.0,14:03:18
1.04,0.0,14:03:52
1.04,0.0,14:04:25
1.04,0.0,14:04:59
1.06,1.92307692,14:05:32
1.06,0.0,14:06:06
1.06,0.0,14:06:39
1.06,0.0,14:07:13
1.06,0.0,14:07:47
1.06,0.0,14:08:20
1.06,0.0,14:08:54
1.06,0.0,14:09:28
1.06,0.0,14:10:02
1.06,0.0,14:10:35
1.06,0.0,14:11:09
1.05,-0.94339623,14:11:42
1.05,0.0,14:12:17
1.05,0.0,14:12:51
1.06,0.95238095,14:13:24
1.06,0.0,14:13:57
1.06,0.0,14:14:31
1.06,0.0,14:15:05
1.06,0.0,14:15:38
1.06,0.0,14:16:12
1.06,0.0,14:16:45
1.06,0.0,14:17:18
1.06,0.0,14:17:51
1.05,-0.94339623,14:18:25
1.05,0.0,14:18:59
1.05,0.0,14:19:33
1.05,0.0,14:20:06
1.05,0.0,14:20:40
1.05,0.0,14:21:13
1.05,0.0,14:21:47
1.05,0.0,14:22:20
1.05,0.0,14:22:53
1.05,0.0,14:23:26
1.05,0.0,14:24:00
1.05,0.0,14:24:33
1.05,0.0,14:25:05
1.05,0.0,14:25:39
1.05,0.0,14:26:12
1.05,0.0,14:26:45
1.05,0.0,14:27:19
1.06,0.95238095,14:27:52
1.06,0.0,14:28:25
1.06,0.0,14:28:58
1.06,0.0,14:29:31
1.06,0.0,14:30:05
1.06,0.0,14:30:38
1.06,0.0,14:31:12
1.06,0.0,14:31:45
1.06,0.0,14:32:19
1.06,0.0,14:32:52
1.06,0.0,14:33:26
1.06,0.0,14:33:58
1.06,0.0,14:34:32
1.05,-0.94339623,14:35:05
1.05,0.0,14:35:39
1.05,0.0,14:36:12
1.05,0.0,14:36:46
1.06,0.95238095,14:37:19
1.06,0.0,14:37:52
1.06,0.0,14:38:25
1.06,0.0,14:38:59
1.06,0.0,14:39:33
1.06,0.0,14:40:07
1.06,0.0,14:40:41
1.06,0.0,14:41:14
1.06,0.0,14:41:48
1.06,0.0,14:42:21
1.06,0.0,14:42:55
1.06,0.0,14:43:28
1.06,0.0,14:44:01
1.06,0.0,14:44:35
1.06,0.0,14:45:08
1.06,0.0,14:45:42
1.06,0.0,14:46:16
1.06,0.0,14:46:49
1.06,0.0,14:47:23
1.06,0.0,14:47:57
1.06,0.0,14:48:30
1.06,0.0,14:49:04
1.06,0.0,14:49:38
1.06,0.0,14:50:11
1.06,0.0,14:50:44
1.06,0.0,14:51:18
1.06,0.0,14:51:51
1.05,-0.94339623,14:52:24
1.05,0.0,14:52:58
1.05,0.0,14:53:32
1.05,0.0,14:54:05
1.05,0.0,14:54:38
1.05,0.0,14:55:11
1.05,0.0,14:55:45
1.05,0.0,14:56:18
1.05,0.0,14:56:51
1.05,0.0,14:57:24
1.05,0.0,14:57:58
1.05,0.0,14:58:31
1.06,0.95238095,14:59:04
1.06,0.0,14:59:38
1.06,0.0,15:00:11
1.06,0.0,15:00:44
1.06,0.0,15:01:18
1.06,0.0,15:01:52
1.06,0.0,15:02:25
1.06,0.0,15:02:58
1.06,0.0,15:03:32
1.06,0.0,15:04:05
1.06,0.0,15:04:38
1.06,0.0,15:05:11
1.06,0.0,15:05:45
1.06,0.0,15:06:18
1.06,0.0,15:06:52
1.06,0.0,15:07:26
1.06,0.0,15:07:59
1.06,0.0,15:08:33
1.06,0.0,15:09:06
1.06,0.0,15:09:39
1.06,0.0,15:10:12
1.06,0.0,15:10:46
1.06,0.0,15:11:19
1.06,0.0,15:11:52
1.06,0.0,15:12:26
1.06,0.0,15:12:59
1.06,0.0,15:13:33
1.06,0.0,15:14:06
1.06,0.0,15:14:39
1.06,0.0,15:15:13
1.06,0.0,15:15:46
1.06,0.0,15:16:20
1.06,0.0,15:16:53
1.06,0.0,15:17:26
1.06,0.0,15:17:59
1.05,-0.94339623,15:18:32
1.05,0.0,15:19:06
1.05,0.0,15:19:39
1.05,0.0,15:20:12
1.05,0.0,15:20:46
1.05,0.0,15:21:20
1.07,1.9047619,15:21:53
1.07,0.0,15:22:27
1.07,0.0,15:23:00
1.07,0.0,15:23:33
1.07,0.0,15:24:07
1.07,0.0,15:24:40
1.07,0.0,15:25:13
1.07,0.0,15:25:47
1.07,0.0,15:26:20
1.07,0.0,15:26:53
1.07,0.0,15:27:27
1.07,0.0,15:28:00
1.07,0.0,15:28:34
1.07,0.0,15:29:07
1.07,0.0,15:29:41
1.07,0.0,15:30:14
1.07,0.0,15:30:48
1.07,0.0,15:31:21
1.07,0.0,15:31:55
1.07,0.0,15:32:28
1.07,0.0,15:33:01
1.07,0.0,15:33:35
1.07,0.0,15:34:08
1.05,-1.86915888,15:34:42
1.05,0.0,15:35:15
1.06,0.95238095,15:35:49
1.06,0.0,15:36:22
1.06,0.0,15:36:56
